,name,num_matches,ratio,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,_1stwon_1stIn,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
3460,SVETLANA KUZNETSOVA,200,59.0,61.40350877192983,29.0,44.827586206896555,R,F,RUS,1985.0,174.0,102.92765605622158,5.87,63.833766233766234,6.63,44.91,4.85,7.75,61.89
3462,SVIATLANA PIRAZHENKA,147,53.06122448979592,53.103448275862064,2.0,50.0,R,F,BLR,1992.0,177.25,60.887402452619845,2.17,61.63167904160153,7.03,34.97,1.63,3.23,20.91
3463,SYBILLE GAUVAIN,16,50.0,50.0,0.0,0.0,U,F,FRA,1994.0,173.36363636363637,59.75,0.0,13.06715063520871,5.81,13.16,1.44,2.89,11.19
3467,SZYMON WALKOW,18,38.88888888888889,37.5,2.0,50.0,R,M,POL,1995.0,191.14285714285717,84.56493506493507,8.27,71.27371273712737,9.35,48.24,17.84,10.36,73.67
3468,TADEJA MAJERIC,54,61.111111111111114,61.111111111111114,0.0,0.0,R,F,SLO,1990.0,173.33333333333334,61.14285714285714,0.68,14.904623343032656,4.04,15.8,2.02,4.67,30.97
3469,TAHA BAADI,13,23.076923076923077,20.0,3.0,33.33333333333333,U,M,CAN,2001.0,188.57142857142856,97.78333333333333,8.0,66.95652173913044,5.91,47.75,18.62,11.35,75.89
3471,TAK KHUNN WANG,101,55.44554455445545,54.44444444444444,11.0,63.63636363636363,R,M,FRA,1991.0,186.96153846153845,101.47162698412698,6.93,68.26540755467197,5.96,50.4,11.66,6.5,67.73
3472,TAKANYI GARANGANGA,74,41.891891891891895,41.891891891891895,0.0,0.0,R,M,ZIM,1990.0,185.6747825006256,96.98724681170293,11.25,70.00459448536174,11.6,44.23,13.18,7.72,71.56
3473,TAKUTO NIKI,64,43.75,43.54838709677419,2.0,50.0,U,M,JPN,1987.0,176.28571428571428,89.11309523809524,11.71,69.31200751399936,5.35,49.94,11.33,6.57,68.68
3474,TALLON GRIEKSPOOR,192,57.291666666666664,51.28205128205128,75.0,66.66666666666666,R,M,NED,1996.0,190.25,98.8160753880266,10.17,69.97016197783461,6.01,50.81,11.28,6.67,70.08
3476,TAMACHAN MOMKOONTHOD,77,41.55844155844156,40.78947368421053,1.0,100.0,U,F,THA,1997.0,172.13786827469158,59.53125,4.55,15.458937198067632,0.91,10.88,1.69,3.38,21.68
3482,TAMARA KORPATSCH,275,56.00000000000001,58.536585365853654,29.0,34.48275862068966,R,F,GER,1995.0,176.5,76.56818181818181,2.26,54.39938791124713,10.15,46.41,3.51,6.78,51.83
3486,TAMARA ZIDANSEK,306,66.01307189542483,69.10569105691057,60.0,53.333333333333336,R,F,SLO,1997.0,168.0,80.40027608530085,2.09,54.59780082844517,5.95,42.1,3.56,7.59,49.86
3489,TAMIRA PASZEK,111,58.55855855855856,58.57142857142858,41.0,58.536585365853654,R,F,AUT,1991.0,165.0,72.08745819397993,4.85,57.52036558712498,7.43,45.31,3.17,5.77,36.22
3490,TAMMI PATTERSON,80,43.75,43.75,0.0,0.0,R,F,AUS,1990.0,170.85714285714286,62.48888888888889,4.1,26.096599152106588,5.12,30.93,4.09,6.27,41.89
3495,TARA MOORE,204,45.588235294117645,46.89265536723164,27.0,37.03703703703704,R,F,GBR,1992.0,177.71428571428572,68.86297587910491,4.48,61.653515286858685,15.94,50.05,4.14,7.71,47.49
3496,TARA WURTH,74,72.97297297297297,0.0,74.0,72.97297297297297,U,F,CRO,2002.0,180.0,61.06481481481481,4.38,62.91095890410959,6.92,41.98,1.4,5.65,28.37
3497,TARO DANIEL,340,53.8235294117647,52.851711026615966,77.0,57.14285714285714,R,M,JPN,1993.0,176.28571428571428,104.42414117155685,6.34,67.3181530676787,6.08,50.05,12.1,6.06,69.34
3500,TATJANA MARIA,273,49.81684981684982,50.588235294117645,18.0,38.88888888888889,R,F,GER,1987.0,176.5,81.02238085015028,9.42,60.76077924476041,6.22,46.07,3.67,7.94,61.19
3502,TATSUMA ITO,274,52.18978102189781,54.87804878048781,28.0,28.57142857142857,R,M,JPN,1988.0,180.0,98.11493087065605,8.6,69.29591750825303,6.87,50.24,13.67,6.55,69.78
3506,TAYLOR FRITZ,338,57.396449704142015,58.671586715867164,67.0,52.23880597014925,R,M,USA,1997.0,193.0,99.93363402061856,19.19,75.38915571566956,5.49,51.02,13.99,7.2,72.71
3508,TAYLOR TOWNSEND,201,63.681592039801,64.92146596858639,10.0,40.0,L,F,USA,1996.0,173.1818181818182,76.33647260273972,4.54,59.35940616287556,4.28,44.21,3.64,7.31,54.25
3512,TELIANA PEREIRA,136,47.05882352941176,46.92307692307692,6.0,50.0,R,F,BRA,1988.0,172.13786827469158,70.95572916666666,1.31,60.25168643274452,4.77,36.68,3.63,6.95,48.78
3513,TEMUR ISMAILOV,22,36.36363636363637,36.36363636363637,0.0,0.0,R,M,UZB,1995.0,192.0,86.79464285714286,16.63,72.1291866028708,7.3,43.46,13.43,8.71,74.38
3514,TENA LUKAS,255,50.98039215686274,55.60747663551402,41.0,26.82926829268293,U,F,CRO,1995.0,180.0,64.37338461538462,4.39,52.18567684112624,8.72,46.7,2.68,6.31,42.71
3515,TENNYS SANDGREN,271,52.02952029520295,55.00000000000001,51.0,39.21568627450981,R,M,USA,1991.0,188.0,102.50842880523732,16.33,73.04876148932856,5.17,49.82,9.81,5.81,71.63
3521,TEREZA MARTINCOVA,321,54.82866043613706,52.118644067796616,85.0,62.35294117647059,R,F,CZE,1994.0,175.78571428571428,85.31161833855799,2.58,60.16958462242271,4.56,43.13,4.85,8.5,59.52
3522,TEREZA MIHALIKOVA,235,53.61702127659574,56.58536585365853,30.0,33.33333333333333,R,F,SVK,1998.0,172.5,60.04128440366972,2.1,14.688612956011166,4.19,15.12,1.94,4.17,28.22
3523,TEREZA MRDEZA,288,55.55555555555556,55.76036866359447,71.0,54.929577464788736,R,F,CRO,1990.0,180.0,69.95625,0.08,53.52494935468256,9.49,36.43,2.37,6.74,48.46
3525,TEREZA SMITKOVA,245,57.95918367346938,56.00000000000001,45.0,66.66666666666666,R,F,CZE,1994.0,175.78571428571428,70.30756871325038,11.59,60.615788610400266,8.43,50.96,3.48,6.84,48.42
3526,TESS SUGNAUX,260,51.92307692307693,54.22885572139303,59.0,44.06779661016949,R,F,SUI,1995.0,171.33333333333334,60.168,3.19,19.212369724927388,2.22,15.59,1.92,4.17,26.59
3527,TESSAH ANDRIANJAFITRIMO,292,56.16438356164384,56.95067264573991,69.0,53.62318840579711,R,F,FRA,1998.0,173.36363636363637,63.37661966463415,0.05,61.842149330254216,4.71,49.8,3.13,6.92,43.72
3528,TEYMURAZ GABASHVILI,265,43.39622641509434,46.26865671641791,64.0,34.375,R,M,RUS,1985.0,188.0,95.7827536231884,9.26,71.00391598433606,10.85,46.75,13.39,6.65,69.02
3530,THAI SON KWIATKOWSKI,153,51.633986928104584,53.63636363636364,43.0,46.51162790697674,R,M,USA,1995.0,187.53125,101.5035066712282,14.38,71.90552558682025,7.39,49.11,12.69,7.75,70.64
3531,THANASI KOKKINAKIS,121,59.50413223140496,60.0,36.0,58.333333333333336,R,M,AUS,1996.0,187.07692307692307,107.54747732426304,20.29,75.94670300487573,6.79,50.93,12.18,6.61,71.42
3532,THEIVIYA SELVARAJOO,23,39.130434782608695,39.130434782608695,0.0,0.0,U,F,MAS,1994.0,172.13786827469158,76.42063492063492,0.75,52.13675213675214,11.65,42.18,1.68,8.79,28.04
3534,THIAGO AGUSTIN TIRANTE,53,60.37735849056604,25.0,49.0,63.26530612244898,R,M,ARG,2001.0,184.5,99.24479166666666,5.77,68.35599505562423,4.24,51.65,5.39,6.08,66.33
3535,THIAGO MONTEIRO,375,55.46666666666666,56.22895622895623,78.0,52.56410256410257,L,M,BRA,1994.0,183.0,108.99821510824505,9.16,71.23493169032949,4.53,52.07,11.25,6.07,70.49
3536,THIAGO SEYBOTH WILD,137,47.44525547445255,51.35135135135135,63.0,42.857142857142854,R,M,BRA,2000.0,184.53846153846155,105.67190170940171,10.33,69.54452753229096,7.14,50.99,7.54,6.43,68.88
3537,THIEMO DE BAKKER,106,42.45283018867924,42.45283018867924,0.0,0.0,R,M,NED,1988.0,193.0,97.59489981785063,15.21,71.87817258883248,3.59,48.33,10.93,6.48,71.71
3539,THOMAS FABBIANO,297,50.841750841750844,53.100775193798455,39.0,35.8974358974359,R,M,ITA,1989.0,185.7058823529412,100.4843735825093,3.84,66.33110610020306,5.37,51.04,13.75,6.66,69.08
3540,THOMAS FANCUTT,47,42.5531914893617,46.51162790697674,4.0,0.0,R,M,AUS,1995.0,187.07692307692307,84.73611111111111,20.42,74.97354497354497,11.16,46.77,10.03,6.32,72.33
3541,THOMAZ BELLUCCI,232,47.8448275862069,48.98989898989899,34.0,41.17647058823529,L,M,BRA,1988.0,188.0,103.47178169905442,9.06,67.78951564680088,8.16,50.73,8.72,7.2,67.71
3542,TI CHEN,75,33.33333333333333,33.33333333333333,0.0,0.0,R,M,TPE,1983.0,183.0,94.15,4.87,63.234262238035164,4.27,46.26,17.39,6.55,70.03
3543,TIAGO CACAO,23,34.78260869565217,30.0,13.0,38.46153846153847,R,M,POR,1998.0,179.8,102.0375,2.98,62.08476517754868,6.07,46.83,6.16,5.85,65.3
3544,TIAGO LOPES,13,53.84615384615385,53.84615384615385,0.0,0.0,R,M,BRA,1987.0,184.53846153846155,88.17857142857143,5.67,69.18714555765595,10.02,48.34,7.17,14.75,68.44
3546,TIGRE HANK,25,8.0,8.0,0.0,0.0,U,M,MEX,1991.0,183.33333333333331,83.63043478260869,6.51,63.31333567754026,8.78,43.47,9.81,8.99,75.83
3549,TIM PUETZ,76,56.57894736842105,56.75675675675676,2.0,50.0,R,M,GER,1988.0,187.44,96.5214940098661,17.85,74.506683640993,9.64,52.18,12.37,8.57,69.99
3550,TIM SMYCZEK,209,52.15311004784689,52.15311004784689,0.0,0.0,R,M,USA,1988.0,175.0,90.72160550458716,11.45,69.78045630650021,5.0,50.53,10.1,7.49,70.18
3551,TIM VAN RIJTHOVEN,110,54.54545454545454,50.70422535211267,39.0,61.53846153846154,R,M,NED,1997.0,190.25,96.17,17.71,74.8371335504886,6.11,52.7,9.15,6.81,72.51
3552,TIMEA BABOS,262,48.473282442748086,51.13122171945701,41.0,34.146341463414636,R,F,HUN,1993.0,179.0,95.67147856517936,9.57,66.87483959277954,8.42,45.55,8.09,7.88,65.19
3553,TIMEA BACSINSZKY,146,54.794520547945204,54.794520547945204,0.0,0.0,R,F,SUI,1989.0,171.33333333333334,96.74905303030303,3.06,58.785343335256776,4.76,44.29,2.9,6.9,57.09
3555,TIMOFEY SKATOV,38,57.89473684210527,20.0,33.0,63.63636363636363,R,M,RUS,2001.0,187.26666666666668,116.53977272727272,1.41,60.610328638497656,3.99,51.99,9.29,9.29,68.06
3556,TIMUR KHABIBULIN,52,32.69230769230769,34.0,2.0,0.0,R,M,KAZ,1995.0,188.4,78.59831932773109,10.78,68.4235294117647,14.73,43.98,12.71,8.24,69.7
3560,TINGTING PEI,16,12.5,12.5,0.0,0.0,U,F,CHN,2000.0,174.8,59.39285714285714,0.0,23.507462686567166,23.51,9.17,3.89,5.68,31.83
3562,TOBIAS KAMKE,294,52.38095238095239,53.58649789029536,57.0,47.368421052631575,R,M,GER,1986.0,180.0,88.70097402597402,4.19,67.91007073088582,7.7,51.02,12.32,7.39,68.81
3563,TOBIAS SIMON,95,51.578947368421055,53.16455696202531,16.0,43.75,R,M,GER,1991.0,187.44,90.56188997338066,35.39,80.94900849858358,10.48,53.27,15.28,7.36,75.8
3564,TOM FAWCETT,41,39.02439024390244,39.02439024390244,0.0,0.0,U,M,USA,1995.0,187.53125,92.79249999999999,12.56,70.13574660633483,12.27,44.96,8.69,9.64,69.72
3565,TOM JOMBY,29,31.03448275862069,31.03448275862069,0.0,0.0,R,M,FRA,1991.0,186.96153846153845,81.36666666666667,17.19,66.82653876898482,9.19,48.08,13.1,6.63,73.64
3566,TOM KOCEVAR DESMAN,18,22.22222222222222,22.22222222222222,0.0,0.0,R,M,SLO,1990.0,184.0,95.66071428571428,10.24,68.24925816023739,10.24,50.53,14.88,6.88,72.0
3567,TOMAS BERDYCH,158,62.65822784810127,62.65822784810127,0.0,0.0,R,M,CZE,1985.0,196.0,110.02876219825373,16.92,77.6117393645665,5.48,51.36,15.2,6.49,72.83
3568,TOMAS LIPOVSEK PUCHES,76,43.42105263157895,44.0,1.0,0.0,U,M,ARG,1993.0,184.5,91.24806201550388,4.99,61.07298814722395,7.02,45.51,4.37,8.21,64.4
3569,TOMAS MACHAC,88,65.9090909090909,66.66666666666666,67.0,65.67164179104478,R,M,CZE,2000.0,190.375,92.41206896551724,8.92,68.71940221592374,3.58,53.41,12.14,6.94,67.66
3570,TOMAS MARTIN ETCHEVERRY,115,63.47826086956522,40.0,95.0,68.42105263157895,R,M,ARG,1999.0,184.5,109.48760600130464,7.76,69.58188789483295,2.88,50.7,7.06,6.17,65.92
3571,TOMAS PAPIK,14,42.857142857142854,42.857142857142854,0.0,0.0,U,M,CZE,1994.0,190.375,73.4375,11.01,75.04587155963303,8.81,48.54,13.01,8.44,70.65
3572,TOMASZ BEDNAREK,24,4.166666666666666,4.166666666666666,0.0,0.0,R,M,POL,1981.0,191.14285714285717,104.52173913043478,7.78,66.83673469387756,21.81,41.01,12.75,12.05,74.97
3573,TOMISLAV BRKIC,126,41.269841269841265,41.935483870967744,2.0,0.0,R,M,BIH,1990.0,182.5,93.81548856548856,8.5,68.82369895725891,7.09,48.71,11.51,7.19,70.67
3574,TOMMY HAAS,20,30.0,30.0,0.0,0.0,R,M,GER,1978.0,188.0,107.60714285714286,9.07,68.67239732569246,7.83,53.85,19.28,5.45,75.66
3575,TOMMY PAUL,272,59.55882352941176,60.5,72.0,56.94444444444444,R,M,USA,1997.0,185.0,95.95869809203143,10.25,70.18458736859532,5.8,52.5,9.51,6.91,69.43
3576,TOMMY ROBREDO,183,46.994535519125684,49.68944099378882,22.0,27.27272727272727,R,M,ESP,1982.0,180.0,98.40116279069767,5.62,66.28504672897196,5.33,50.27,8.3,5.93,68.5
3577,TORI KINARD,114,46.49122807017544,46.0,14.0,50.0,U,F,USA,1988.0,173.1818181818182,61.35957315187133,0.09,45.86086209481673,8.02,34.06,2.34,5.08,34.83
3578,TOSHIHIDE MATSUI,55,36.36363636363637,37.03703703703704,1.0,0.0,R,M,JPN,1978.0,180.0,76.53214285714286,15.08,69.69849246231156,9.85,48.85,13.81,6.57,73.51
3580,TRISTAN LAMASINE,306,51.9607843137255,53.36134453781513,68.0,47.05882352941176,R,M,FRA,1993.0,186.96153846153845,95.52457964317801,7.42,67.92201416649134,5.05,51.06,8.51,6.26,68.65
3581,TRISTAN SAMUEL WEISSBORN,14,21.428571428571427,21.428571428571427,0.0,0.0,L,M,AUT,1991.0,185.2,80.42424242424244,4.77,63.81578947368421,11.84,46.09,13.29,11.85,73.25
3582,TRISTAN SCHOOLKATE,12,41.66666666666667,60.0,7.0,28.57142857142857,R,M,AUS,2001.0,187.07692307692307,99.38571428571429,9.98,69.47162426614481,11.94,47.84,11.63,7.36,69.38
3583,TSUNG HUA YANG,161,41.61490683229814,43.225806451612904,6.0,0.0,R,M,TPE,1991.0,180.33333333333331,89.98150206414735,15.61,72.58518286964677,8.6,44.29,10.18,6.76,70.28
3584,TSVETANA PIRONKOVA,102,52.94117647058824,47.88732394366197,31.0,64.51612903225806,R,F,BUL,1987.0,180.0,90.05324074074073,4.48,63.64296081277213,4.16,47.18,5.44,7.47,61.12
3586,TUCKER VORSTER,23,39.130434782608695,39.130434782608695,0.0,0.0,U,M,RSA,1988.0,198.0,85.30952380952381,9.15,67.50503018108652,6.94,51.4,19.7,9.85,76.17
3587,TUNG LIN WU,154,51.94805194805194,57.27272727272727,44.0,38.63636363636363,R,M,TPE,1998.0,180.33333333333331,90.98918918918918,12.23,69.90628778718259,5.23,51.64,13.84,6.44,69.4
3588,UGO HUMBERT,219,60.273972602739725,61.53846153846154,76.0,57.89473684210527,L,M,FRA,1998.0,188.0,106.44174503657263,15.58,74.69301611665388,6.35,52.23,11.99,6.11,71.09
3589,ULADZIMIR IGNATIK,252,46.42857142857143,47.32142857142857,28.0,39.285714285714285,R,M,BLR,1990.0,194.5,96.28774928774928,15.41,72.97009495074984,5.4,48.17,11.71,6.24,70.56
3590,ULISES BLANCH,143,47.55244755244755,45.0,63.0,50.79365079365079,R,M,USA,1998.0,187.53125,90.65392156862745,17.87,74.01006711409396,8.17,51.09,13.53,7.65,73.82
3591,ULRIKKE EIKERI,278,53.597122302158276,56.17021276595745,43.0,39.53488372093023,U,F,NOR,1993.0,172.13786827469158,63.719837677540184,0.19,46.61071143085532,3.31,37.74,2.67,5.87,42.35
3594,URSZULA RADWANSKA,163,53.987730061349694,52.75590551181102,36.0,58.333333333333336,R,F,POL,1990.0,177.0,70.69719696969696,3.03,56.88875173041883,5.65,45.86,3.15,7.12,49.61
3595,USHNA SUHAIL,25,24.0,18.181818181818183,3.0,66.66666666666666,U,F,PAK,1993.0,172.13786827469158,64.20614035087719,2.23,40.53191489361702,13.62,39.42,1.42,7.18,26.95
3596,USUE MAITANE ARCONADA,248,52.41935483870967,55.72139303482587,47.0,38.297872340425535,R,F,USA,1998.0,173.1818181818182,68.49419817470665,1.31,55.702844518088924,9.64,44.46,3.06,7.09,51.89
3598,VACLAV SAFRANEK,160,41.875,42.95302013422819,11.0,27.27272727272727,R,M,CZE,1994.0,190.375,85.46188412774836,7.02,65.58165864704218,5.0,49.53,12.06,6.22,70.93
3599,VADYM URSU,35,48.57142857142857,51.515151515151516,2.0,0.0,R,M,UKR,1997.0,185.25,85.4656862745098,6.09,61.05263157894737,13.61,45.99,5.91,9.73,62.47
3604,VALENTINA IVANOV,35,45.714285714285715,41.935483870967744,4.0,75.0,U,F,NZL,2001.0,174.0,62.35361842105263,2.18,60.46353101567825,11.86,40.03,1.02,2.93,15.32
3608,VALENTINI GRAMMATIKOPOULOU,332,56.92771084337349,56.92307692307692,72.0,56.94444444444444,U,F,GRE,1997.0,177.0,68.05252155252155,1.39,57.50259325805159,7.37,42.09,2.76,6.53,45.0
3609,VALENTYNA IVAKHNENKO,239,55.23012552301255,57.466063348416284,18.0,27.77777777777778,R,F,UKR,1993.0,173.75,66.30554375531011,0.16,53.05891238670695,9.91,33.37,2.66,7.02,46.94
3611,VALERIA GORLATS,47,42.5531914893617,32.25806451612903,16.0,62.5,R,F,EST,1998.0,177.5,62.3,12.0,59.772296015180274,6.55,48.68,1.21,3.58,21.25
3615,VALERIA SAVINYKH,255,56.07843137254902,58.58585858585859,57.0,47.368421052631575,R,F,RUS,1991.0,165.3125,67.935501998002,3.46,62.2581794557786,4.58,46.23,3.5,6.69,44.66
3616,VALERIA SOLOVIEVA,76,61.8421052631579,61.8421052631579,0.0,0.0,R,F,RUS,1992.0,165.3125,65.67718268525311,0.07,50.58968058968058,3.83,35.39,2.63,6.24,36.74
3620,VALERIYA OLYANOVSKAYA,94,68.08510638297872,70.37037037037037,67.0,67.16417910447761,U,F,RUS,2001.0,165.3125,60.78333333333333,0.0,16.2013035719116,2.48,22.6,0.83,2.26,13.35
3621,VALERIYA POGREBNYAK,61,26.229508196721312,26.229508196721312,0.0,0.0,U,F,RUS,1998.0,165.3125,60.0,0.04,18.61069836552749,6.58,10.64,1.11,2.71,16.71
3622,VALERIYA STRAKHOVA,311,46.62379421221865,47.71784232365145,70.0,42.857142857142854,U,F,UKR,1995.0,173.75,60.585625259659324,2.2,43.17633706908781,6.78,24.93,2.26,5.02,32.51
3626,VANDA LUKACS,232,58.620689655172406,58.37837837837838,47.0,59.57446808510638,U,F,HUN,1993.0,175.5,60.38541666666667,2.62,25.329781212730484,7.85,26.81,0.97,2.99,20.86
3628,VANESSA ERSOZ,23,52.17391304347826,0.0,23.0,52.17391304347826,R,F,SWE,2002.0,173.5,60.04545454545455,0.0,7.491486946651532,4.99,19.64,0.24,0.24,4.74
3630,VANIA KING,66,53.03030303030303,53.03030303030303,0.0,0.0,R,F,USA,1989.0,165.0,81.21520737327188,3.13,57.16545397026257,5.5,40.38,6.17,7.62,54.71
3632,VARATCHAYA WONGTEANCHAI,85,48.23529411764706,48.23529411764706,0.0,0.0,R,F,THA,1989.0,172.13786827469158,77.02189578713968,1.94,56.98578169263671,6.51,38.53,4.45,7.77,51.83
3634,VARVARA FLINK,208,61.53846153846154,66.31016042780749,21.0,19.047619047619047,R,F,RUS,1996.0,165.3125,72.99765625,4.76,54.86994494019366,7.38,42.25,3.04,5.96,42.25
3635,VARVARA GRACHEVA,209,61.72248803827751,70.0,59.0,40.67796610169492,R,F,RUS,2000.0,165.3125,74.94089147286822,4.12,63.34072749497277,5.88,56.93,3.1,6.58,48.34
3637,VARVARA LEPCHENKO,286,54.89510489510489,52.03619909502263,65.0,64.61538461538461,L,F,USA,1986.0,180.0,95.10788525156767,4.02,62.518121194549146,5.07,47.99,3.58,7.95,61.75
3639,VASEK POSPISIL,272,58.08823529411765,59.19282511210763,49.0,53.06122448979592,R,M,CAN,1990.0,193.0,103.47074172773706,20.06,76.84064136125654,7.11,51.0,10.23,7.27,72.9
3642,VASKO MLADENOV,13,46.15384615384615,46.15384615384615,0.0,0.0,U,M,BUL,1989.0,188.0,94.05952380952381,11.61,69.10714285714286,4.29,49.71,14.91,10.38,73.02
3645,VENUS WILLIAMS,178,58.98876404494382,64.3312101910828,21.0,19.047619047619047,R,F,USA,1980.0,185.0,104.2672537508154,5.87,64.55245998814463,9.71,44.63,6.95,8.42,62.09
3646,VERA LAPKO,198,59.09090909090909,60.3448275862069,24.0,50.0,R,F,BLR,1998.0,177.25,76.3281101614435,8.51,57.55482718785192,8.72,49.13,4.65,7.1,50.72
3648,VERA ZVONAREVA,158,60.12658227848101,58.69565217391305,66.0,62.121212121212125,R,F,RUS,1984.0,172.0,87.6046783625731,3.72,62.63958165226059,7.45,46.42,4.9,8.61,57.96
3652,VERONICA CEPEDE ROYG,276,53.62318840579711,54.700854700854705,42.0,47.61904761904761,R,F,PAR,1992.0,172.13786827469158,81.43961148648648,2.5,59.98139390650438,6.89,47.11,4.61,7.89,57.83
3655,VERONIKA BOKOR,35,34.285714285714285,25.0,19.0,42.10526315789473,U,F,AUT,2000.0,165.0,60.23913043478261,0.0,21.16065109695683,8.14,26.14,0.07,0.07,0.91
3658,VERONIKA KUDERMETOVA,313,60.70287539936102,61.206896551724135,81.0,59.25925925925925,R,F,RUS,1997.0,175.0,85.62464698331193,10.89,61.49951259940916,6.65,46.9,4.72,8.02,56.48
3667,VICTOR ESTRELLA,154,44.8051948051948,44.8051948051948,0.0,0.0,R,M,DOM,1980.0,173.0,99.54739982949701,6.82,66.91384656869354,5.84,51.15,11.38,7.37,71.9
3668,VICTOR NUNEZ,11,18.181818181818183,22.22222222222222,2.0,0.0,R,M,CHI,1991.0,185.0,78.86111111111111,3.83,58.19672131147541,11.2,41.12,9.44,7.65,70.92
3671,VICTORIA AZARENKA,162,66.66666666666666,65.09433962264151,56.0,69.64285714285714,R,F,BLR,1989.0,180.0,91.90740740740742,6.44,66.05960264900662,9.38,43.68,6.46,8.77,61.01
3673,VICTORIA BOSIO,209,57.41626794258373,60.8433734939759,43.0,44.18604651162791,R,F,ARG,1994.0,170.0,61.190074906367045,11.83,61.559536129550864,11.52,81.7,1.8,4.62,30.58
3675,VICTORIA DUVAL,112,53.57142857142857,52.63157894736842,17.0,58.82352941176471,R,F,USA,1996.0,173.1818181818182,66.10320512820513,2.56,56.95391609836743,10.19,41.03,3.83,7.58,53.93
3677,VICTORIA HU,48,52.083333333333336,44.0,23.0,60.86956521739131,U,F,USA,2002.0,173.1818181818182,61.39565217391304,1.21,61.86708860759494,7.38,42.8,1.6,2.99,19.11
3678,VICTORIA JIMENEZ KASINTSEVA,47,53.191489361702125,0.0,47.0,53.191489361702125,U,F,AND,2005.0,172.13786827469158,60.84090909090909,0.0,14.095744680851062,2.34,16.84,1.75,4.89,32.54
3680,VICTORIA KAN,210,67.61904761904762,71.1864406779661,33.0,48.484848484848484,R,F,RUS,1995.0,165.3125,60.38463131731566,3.69,37.17293860106328,2.89,52.18,1.95,4.74,31.86
3683,VICTORIA MUNTEAN,187,53.475935828877006,53.179190751445084,14.0,57.14285714285714,U,F,FRA,1997.0,173.36363636363637,60.62068965517241,2.01,27.719221386038186,3.99,29.84,1.86,4.09,24.69
3684,VICTORIA RODRIGUEZ,209,54.066985645933016,53.591160220994475,28.0,57.14285714285714,U,F,MEX,1995.0,172.13786827469158,62.70598266961652,2.5,50.86706591336194,4.35,41.33,2.78,5.71,35.63
3685,VICTORIA SMIRNOVA,25,32.0,32.0,0.0,0.0,U,F,BEL,1998.0,174.8,61.91176470588235,4.63,39.127332586551624,7.71,39.71,0.92,2.17,14.26
3686,VIKTOR DURASOVIC,130,44.61538461538462,48.03921568627451,28.0,32.142857142857146,U,M,NOR,1997.0,183.0,90.82614942528735,10.88,68.9443676456157,7.35,51.21,12.25,8.11,71.04
3687,VIKTOR GALOVIC,261,49.042145593869726,52.03619909502263,40.0,32.5,R,M,ITA,1990.0,185.7058823529412,92.91767504699249,13.1,71.06521457049999,5.38,49.5,11.93,6.55,71.39
3688,VIKTOR TROICKI,250,48.8,49.029126213592235,44.0,47.72727272727273,R,M,SRB,1986.0,193.0,98.67936731557377,14.75,71.99471598414794,5.21,47.61,10.5,6.71,71.09
3689,VIKTORIA KAMENSKAYA,122,56.557377049180324,56.557377049180324,0.0,0.0,R,F,RUS,1991.0,165.3125,64.320207820618,0.87,49.00449220897277,4.89,31.53,3.03,6.8,45.3
3691,VIKTORIA KUZMOVA,330,62.121212121212125,65.39792387543253,41.0,39.02439024390244,R,F,SVK,1998.0,172.5,73.64458536585366,10.69,58.72959097243318,10.59,49.82,5.36,7.39,51.91
3696,VIKTORIJA GOLUBIC,303,59.4059405940594,57.399103139013455,80.0,65.0,R,F,SUI,1992.0,169.0,94.00779132791328,0.97,58.84822992713209,7.05,43.92,5.1,8.14,57.67
3700,VIKTORIYA TOMOVA,326,56.74846625766872,58.301158301158296,67.0,50.74626865671642,R,F,BUL,1995.0,180.0,74.75230975656507,1.73,56.30271397694013,6.26,40.87,3.55,7.46,51.65
3702,VINCENT MILLOT,167,50.898203592814376,50.898203592814376,0.0,0.0,L,M,FRA,1986.0,173.0,90.41800573888092,6.89,67.87125917560701,7.43,49.51,13.61,6.61,68.98
3704,VIRGINIE RAZZANO,60,38.333333333333336,38.333333333333336,0.0,0.0,R,F,FRA,1983.0,173.0,74.86016451233843,4.44,57.08516886930985,10.79,29.64,4.41,7.52,50.58
